Date,spy,ko,pep,usdx
2018-07-31,0.004917249284596582,0.008615275458110559,0.007155995407146099,0.0013767251787247716
2018-08-01,-0.0016719193383122164,-0.005160253426984777,-0.012160503472805308,0.0013749130439728158
2018-08-02,0.0054327075439280365,-0.0045369944535437546,0.00946131347676214,0.005795847613919709
2018-08-03,0.004275666754793557,0.009482618226307523,0.013940223492780093,-0.00031526225558489067
2018-08-06,0.0036606820290032,0.0006433820742503163,0.009243338009372869,0.0023097251287020506
2018-08-07,0.0032969795104926397,-0.003220687853348823,-0.027290134247934847,-0.001469193131347154
2018-08-08,-0.0004204462740151955,-0.007555431000995541,-0.006411603195461417,-0.00126106307984043
2018-08-09,-0.0013667024915157504,0.004324244011010117,0.001848683377443491,0.004197293980333861
2018-08-10,-0.006722987864088577,-0.005841961942238129,-0.007326715494483313,0.008964936594062011
2018-08-13,-0.003750310940387208,-0.00544014733241133,0.0013280981562855336,0.00031127138302553225
2018-08-14,0.006360229325869852,0.0013084157046595103,0.0007076787349700664,0.003521171434844869
2018-08-15,-0.007495425165188861,0.004131731627751979,0.003089619343953498,-0.0003102559983949072
2018-08-16,0.008058831149033547,0.003033508055829142,0.007026963478672489,-0.0005171494582061529
2018-08-17,0.003514170953868725,0.00818782595190738,0.006195255636722604,-0.0057069213438016705
2018-08-20,0.002137803102811766,0.002786044641671239,-0.001044445007736348,-0.0020833022976758943
2018-08-21,0.002342431184489068,-0.010973870593578669,-0.00980069618882421,-0.006695980002562295
2018-08-22,-0.0005939324284966101,-0.006294006294696893,-0.013099630952430412,-0.001155408019255505
2018-08-23,-0.0013287030902322159,-0.005020295276483955,-0.002765883140969189,0.004927422143164621
2018-08-24,0.00600061452413993,-0.0015329566004904573,0.00196360649868413,-0.004927422143164607
2018-08-27,0.007864274160320366,0.0013140528387819224,0.0023158584725511038,-0.0038962061186109246
2018-08-28,0.0004828561472102456,-0.007028351671814661,-0.011092605599987173,-0.0006332196369235461
2018-08-29,0.005366404641511173,-0.0008817072501083121,0.007884649052903519,-0.0012677240951518974
2018-08-30,-0.00405672900969223,-0.008418474335815987,-0.0008035616739995823,0.0012677240951518567
2018-08-31,3.4627782994380405e-05,-0.00848975418949424,0.0004465450843594324,0.004424300565650013
2018-09-04,-0.0017236547219011214,0.004253838519673841,-0.009058033569053504,0.002938696309702065
2018-09-05,-0.002695176580386363,0.01375663956420191,0.018919124780103935,-0.0030438325520540533
2018-09-06,-0.003014462073993492,0.008557229408566402,0.0115866414941957,-0.0011569879164151293
2018-09-07,-0.0019454332344511697,-0.001093040584648502,-0.006718568161992983,0.0036767319599759034
2018-09-10,0.001737227323925627,0.007409073967570104,0.007335196681003086,-0.0023094826113242827
2018-09-11,0.0032918889810194816,-0.0008688669166469047,-0.0021157291906521067,-0.0009463642756501099
2018-09-12,0.000242404546238356,0.004769266751116315,0.004578003081292788,-0.002738804050556909
2018-09-13,0.005896915659994409,-0.00043627660107143447,0.009963433218419963,-0.00274640640340242
2018-09-14,0.00017202850167687662,0.0034850804007512753,-0.003659129461969144,0.004643343415447874
2018-09-17,-0.0053085758683418085,0.00714974277970337,0.0072185278047619565,-0.004960706854372974
2018-09-18,0.00541146563948936,-0.008455341060280437,-0.01238172763029366,0.0011632276203153396
2018-09-19,0.0010650697775762919,0.0006529194337746,-0.001844066523902344,-0.0007400718493795174
2018-09-20,0.008071478324310955,0.014687217409801777,0.012664501928385733,-0.006791911568653504
2018-09-21,-0.0009144106558004595,-0.0012872995301265444,-0.002693950208130955,0.0032955704153078045
2018-09-24,-0.003327441079463378,-0.011009428061710968,-0.023242772432088527,0.00042445793097913844
2018-09-25,-0.0009285471443869103,-0.008501233731356446,-0.0026756386543951424,-0.001380167778231193
2018-09-26,-0.0029963742444459656,0.0037145259580699985,-0.004206275774454016,0.0006372683742167752
2018-09-27,0.0027903960755098667,0.0034835632414151347,-0.004044089716528922,0.008562846845800118
2018-09-28,0.00010327288722121278,0.003904627030523733,0.006730991409766511,0.001998028310390433
2018-10-01,0.003468202376681454,0.0008655668295644352,-0.009797360143955647,0.001154922771867
2018-10-02,-0.0005831047376768295,0.006038355438065555,-0.01813839153493123,0.0022011337304110004
2018-10-03,0.0005486897906623919,-0.013856119114126804,-0.011098924092726654,0.002614107144679238
2018-10-04,-0.007846584054492041,-0.00043599342544217316,-0.00849946074840764,-0.00010445549713327534
2018-10-05,-0.0056128042923187125,0.0006542441707591266,-0.0011262508446443621,-0.0013585961388701397
2018-10-08,0.0,0.01299285595543162,0.01583787355435702,0.0015674165596049345
2018-10-09,-0.001460140880859444,-0.0019381806881498653,-0.0006473798087340726,-0.0009401550896224304
2018-10-10,-0.032175369979759866,-0.01542344539611095,-0.007240359809565702,-0.0017783169786584315
2018-10-11,-0.022272735730394212,-0.023030229876403067,-0.021469636913514105,-0.005143615983140148
2018-10-12,0.01379286409337055,0.0008957031627109096,0.0020916600364487975,0.0021026561561220056
2018-10-15,-0.005633031324687868,0.0051343307146207474,0.0033190572929857813,-0.001576557425263519
2018-10-16,0.021630440471623803,0.012832190504287893,0.016524713757399216,-0.00021035811962194886
2018-10-17,0.0001783157436044565,0.008100784382268087,0.008530275360325846,0.005560511266005637
2018-10-18,-0.01454630362645273,-0.005466177068352037,-0.0035145856038263043,0.0033423854932270003
2018-10-19,-0.0005430017864485648,0.01566241824062828,0.021630473874649614,-0.0019832211583627486
2018-10-22,-0.004498911590633708,-0.00780035999628239,-0.008102282620556511,0.003129598317439491
2018-10-23,-0.005103564137121768,0.008447644137552371,0.006650509501039284,-0.0005209465288399017
2018-10-24,-0.03076700171308065,0.007949458977200239,0.02537233064536191,0.00488593125625678
2018-10-25,0.01778126912776117,-0.004719124680592323,-0.0009743305333176428,0.002589199304805741
2018-10-26,-0.017743673991004884,-0.012766455737157989,-0.02149663489532046,-0.0033153749110911316
2018-10-29,-0.005555639034512519,0.011690897860448019,0.02185108074680748,0.0022805153235918667
2018-10-30,0.014709782991064197,0.024871104697576817,0.007764856227571104,0.00444238858957794
2018-10-31,0.010624063893908804,0.005235229298950581,-0.012292859038876322,0.001236171142941447
2018-11-01,0.010585735937527546,-0.0029284582691428054,-0.007771636677843666,-0.008789658900664616
2018-11-02,-0.0059406820818548025,0.005431541953752634,-0.003053775962659139,0.0026968394795528266
2018-11-05,0.005501879282796575,0.01427259322023639,0.028553221095987177,-0.0019700606922040892
2018-11-06,0.0063079100755940865,0.008589068705383259,0.007142799530725045,-0.0003114006313841299
2018-11-07,0.02118278096302287,0.00528007371109153,0.00346579571351294,-0.003327786924321495
2018-11-08,-0.0018164758163920199,-0.0008104068812874398,0.003884961572696192,0.0066445364029446095
2018-11-09,-0.00981651520489306,0.007070156757211102,0.01216080808804237,0.0027900226644436868
